reviews,sentiment
If you are looking for the book to understand your subconscious mind this book will be the head start and this book also talks about the spirituality and the ancient methods.So go ahead and buy it.,5.0
Awesome book ...Who is reading please contact me I just book lovers friends boy or girl...For the top discussion of the books ...I will treat like speaking book bcoz I respect every book lover and every personality .....Love this book,5.0
Interesting book.You should give a good read.,5.0
Good..,5.0
Change your mind to a different perspective,5.0
Ok,5.0
This is an amazing book . I recommend it to everyone who want to see change in their self.  Go and read .,4.0
This book change my mind.i am very thankful to the writer of this book.,1.0
Nice,5.0
It motivates u a lot...,4.0
The book was delivered on time. And the quality of book is too good with a premium quality of paper.,5.0
Spend some good time for yourself and to know yourself.,4.0
Very good book,5.0
Nice quality paper. Good cover,1.0
"The book gives you a life changing experience about how controling your subconscious mind will change your life forever to support it, it has series of incidents and short story!!!",5.0
Good book to read but need patience,5.0
A good book with a lot of possible self-innovations,5.0
Well composed,5.0
Average read,4.0
paper quality is ok...but content is too good...read once,1.0
This book is a real access to our ways of our subconscious mind working.,5.0
Great motivation and teaches to use your powerful mind to achieve your goals i. Life,5.0
Great Book.Uncompromised Quality of the even at least price.,5.0
I read one chapter and it is very beautiful. When you read book then you feel you are source of positivity. Amazing bookHighly recommended,5.0
"I have read this book before and wanted to have a copy of it for myself. The imagination provided in this book will blow you away and the concepts, chapters have been put across in the simplest way possible.",4.0
Good,5.0
utility of daily life but with fragment mind... priority makes simplicity in complicated situation but its not as easy as is say....,5.0
A life changing book,5.0
Book is really amazing and I suggest you all to buy this book this will change your life,5.0
I liked the way the examples are given to understand the things....the language used is also very friendly....1 should read this book in order to achieve your goals and to stay positive....,2.0
Good,4.0
Top class,1.0
Best book for life changing,3.0
"Good paper quality, worth the price.And the book is life changing, worth the time.",5.0
This book is amazing man. After reading this book i felt like the most inspired and ambitious person. Go on give it a try,5.0
It really let us realise power of our mind,5.0
This is a must read book! By reading this one starts to feeling positive about every aspect of life.,5.0
This book is very good. It helps us to know power of mind.,5.0
Good,5.0
😘😘😘,3.0
love the book nd cover too,5.0
Very very inspiring book.. must buy it and read it.,4.0
Good reading to boost your inner and outer minds,4.0
Packaging was really good and safe and it is a intellectual book by sir Joseph Merphy,1.0
Best motivational book.... Can change life if follow... Loved it,5.0
Good product,5.0
"Binding of first 10 pages was not good.Looking at price, they must take extra care about the product.",5.0
Awesome book recommend everyone must read this book,4.0
Pages are little yellowish but fine.Paper quality is good.,5.0
I recommend every one of you to read this book,4.0
Amust read for all,5.0
"I just started reading this book, and to be honest this book is worth buying, do read this book it helps you to become marvelous with the power of your subconscious mind",5.0
This book provides a deep and interesting insight to the working of mind,5.0
"Very good book, it helps you to understand the working of your subconscious mind and helps in future",5.0
Helps a lot,4.0
There are many fact related to subconscious mind,1.0
It is really help you to improve your self observations skill .,4.0
"Read, understand & follow the guidance given in this book to prosper in all your interest.",4.0
The writer breaks the myths and gives the new confidence to the reader.,5.0
"The best book to increase self confidence..Etc it can change yr thoughts,mindGo for it no matter how much the price is....",5.0
Very motivating bookAnyone who is suffering from depression should read itIt gave many morals which are very practical to the life,5.0
The book is in good quality and the content is inspirational.,5.0
"One of the best book of my life. I am completely in love with this book. And, by the way cover of this book enthralled me.",5.0
Great book. Just need to implement the things without thinking of fruits(Results).,4.0
"I love this book....Life changing book..😍😍😍😍 please read this book ...Book pages, cover, back cover also high quality...Thank you amazon",5.0
Awesome Book which is very helpful and friendly reminder that how we can control our mind ...,4.0
Good book,4.0
Pages+printing= goodpocket size book,1.0
It's a vry interesting and full of knowledge. I really love reading it.,5.0
Nice book,2.0
"A book for lifetime, a must-have. The book became the driving light of my life.",5.0
"Must read this book, very well explanation.",5.0
"An awesome book, very thought provoking. I should have ideally given a 5-star but owing to the multiple printing mistakes in my copy of the book I am leaving it a 4..",5.0
good,5.0
book is very bad. it is not original book.page are very bad. Pages are looking black.,5.0
Provided a new idea and game changer in life. Will implement and see the results. Have fun and enjoy reading,5.0
"Contents of book are really good, book paper quality is not much good.",4.0
I read and re-read this book ..I find it worth with examples quoted ...,5.0
Book helps to increase positive thinking.,4.0
Very good,1.0
It's create positive energy,4.0
A nice book that'll help you think and be positive amidst your daily struggles in life.. Worth a read..,1.0
very good producr,5.0
"A very good book, must read atleast once. You will want to read it again",1.0
Very useful book will change your perspective towards life love it 💗,5.0
"this work is not a cliche. it might sound like one when you read it, but take a leap of faith. it is so concentrated in one idea that it can transform you with little effort on your side. Just trust it.",5.0
It is not just a book to read and forget. It has some meaning which can be implemented in life. It will leave some imprint on your mind.,2.0
"Very nice book, i read short page, i like it and gifted to my child",2.0
"This book is so high class(value) book, which changes your thinking and tells you about what your subconscious mind really is.",2.0
Currently not commenting on the book's content. ( really excited to read it though) but the quality is fabulous.,4.0
Very useful and practical book,4.0
It is a must read book . Your mind will become strong,1.0
Must read,4.0
A book you must read faithfully and understand it completely.,3.0
Good one,5.0
The book quotes Bible verses and equals God to Subconscious Mind.,4.0
It's make you believe in miracles which you will experience for sure if you believe in it,5.0
"the super-book everyone must read it.simple and easy, please  read and enjoy",5.0
"Marvellous book! A new way to understand how to live, treat, love, achieve and many other aspects in our life!",5.0
Definitely u will be into new version after u read this book.simply awesome,5.0
Very good book. Loved reading it,5.0
From this book I had learned how to use the power of my subconscious mind.you will be shocked to know after trying the powers that they are actually working....try it yourself if you don't believe me.but read this book with full faith and conviction..,4.0
"hello friend , I want to tell you that this book is so usefull and will be the most helpful book i have ever readed. I truly suggest you to buy this book after reading on the starting 15 to 20 pages of this book",4.0
Worthless book.Not worth readingDelivery by Amazon was quick,1.0
Must read Books . Book is very informative it gives all necessary information about our Mind. Author has well explained all thing's about Mind.,5.0
Good book,4.0
Good book,5.0
I really like this product soo Much ....It is easy to cary.....papers are too good....Finally Thank You soo Much amazon....,5.0
Gives a detailed explanation of the how subconscious works and how we can make it work the way we want through our conscious thoughts.,5.0
"Awesome book, this is the Best to know about our subconscious mind so don't miss it buy it..........if you want to know about your subconscious mins",5.0
Awesome.,1.0
Every line of the book is filled with motivation and hope. I just love this book...,5.0
this is a very nice book. to know about self-conscious and subconscious and make the self-realization.,5.0
Very good book... To feel the powers of your subconscious..,5.0
A very well researched content,4.0
"No damage, well packed and value for the moneyTHANKS",1.0
Amazing book! This book will cleverly suggest ways to move forward in life. It will unlock a secret thawill put you ahead of oth,5.0
One of the best book to read,5.0
Very good book,5.0
"It was awesome and I liked it reading, I will recomend it to everyone who want to open his or her mind",5.0
"For those who believe in subconscious, only those can heal their power who believes that he/she can.",5.0
Good book,5.0
Lovely book that helped me to know myself and work better. Boost our confidence level and help us to maximize power of our mind Wonderful book lovely👌👌✌️✌️,5.0
The book delivers what one hopes for betterment.,5.0
You are not born with negative thoughts remove it from your mind.,5.0
Helpful,5.0
It’s a must read for everyone. This book helps you realise the miraculous and magical powers of Your Subconscious Mind. This book will surely change your ice for good.,4.0
This book gives you a complete knowledge of the hidden powers within your subconscious mind. This book contains many real life practical stories that inspires and motivates people.,1.0
Mastttmm.. very nice content.1 star less for slow delivery.,4.0
It talk about our mindset and how we can change our minds by our thinking,5.0
Loved it! Top qualityAs described on Amazon,5.0
Bought it to gift a friend. Read the epilogue prior and it seems good. Friend rated the book as a good read,5.0
Very good book.It has changed my life completely.,5.0
Product with this price is good. Book has life changing thoughts.,5.0
Good book. Really motivating toward positive life style. I recommend this book to all,5.0
One of the awesome books I have ever read. It will teach you how to face the problems in your life. Just read it. I am sure your money will not wasted. Good delivery by amazon too.,4.0
Amazing are the truths of life and this book is among the top books you should read. This book alone is a life guide.,5.0
"Very Nice Book in just 64₹, MRP IS 199₹.A NEW COPY. NO COMPLAINT.",5.0
I didn't get interest reading this if  return facility available I would have returned,4.0
Must read...,1.0
"I would say ,this is the first book you should read in self help books category.",5.0
Good to go for positivity,5.0
Good read book. I would reckoned everybody to read once.,5.0
"To know about ourself, every one should read this book..",5.0
Best book ever read .must by it. Highly recommended for students,5.0
Great book.. This book is changed your entire thinking process..,4.0
Must read amazing bookFan of itYou must read,4.0
Very good,5.0
This book is motivating you and give you right direction to achieve your goal... thanks amazon to provide this book at very cheap price.........,5.0
Nice,5.0
This is the best book  from this  you can get a lot of knowledge,4.0
"Learn, Apply, Move and Find The Joy In Journey of Life. I recommend myself to read it up to I become as reasoned in this book.",1.0
Wonderful book by Dr. Joseph MurphyA must read to know how to use mind in our favour and the working of concious and subconscious mind,5.0
                    The media could not be loaded.                ,4.0
Excellent book changed my life. ..If you want positive change in your life then it is best book in world,5.0
It had a very profound impact on my thinking which ultimately has started to change my life. It's a wonderful mix of spirituality with modern psychology. Long live Dr. Joseph Murphy.,2.0
From this book we can lean a lot but after few pages it gets bored. Many concepts were repeated.,5.0
In short it promotes positive thinking. The language is very simple. One should read it.,4.0
Excellent Book,5.0
NYC book reading for second time....happy to own a copy.a must read.😊,5.0
I love this book I think in life you have to read this book once.. It's my personal advise and thank you amazon for a hasten delivery...,5.0
Unwanted book bata rahe hain,5.0
Awesome book 📚👍👍,4.0
Highly recommend.,1.0
Great Book for subconscious mind,5.0
It's a good  book but not useful for Christain bcz subconscious mind is nothing but Holy Spirit,3.0
good,2.0
Not that good I had a huge expectations from it but it couldn't stand out for me very repetitive and has unrealistic examples,5.0
excellent book to read boosts your self esteem,5.0
One of the best books I have ever read.It has just boosted my self confidence.Helped me achieve my dreams.,3.0
I am 21 and for me this is a life changing book. Please apply the concepts practically and get amazed by the results. Thanks a ton for Dr. Joseph.,5.0
THANK YOU JOSEPH MURPHY FOR A WONDERFUL BOOK WHICH CHANGES EVRYONE LIFE...!!!!,5.0
"must be kept in home library,a nice piece for devoloping postivity.",5.0
Ultimate book. Reading this is gives a different feeling.,5.0
A book which explains to make u a better person to achieve what you think. Worth buying .,4.0
Good book. Read it twice and patiently for better understanding.It's the best book by Dr. Joseph Murphy,1.0
This book willBecome one of the reason of my being a successful person.I recommend this book to all the people who have more negativity than positivity in life,5.0
"The best read to have positive attitude.After reading this book and implementing principles,one will discover the power of subconscious mind & achieve success.",5.0
Content and books packaging was awasome,5.0
Quality of the book is nice,5.0
This is not an original copy and the quality of paper is very bad. Feel like not reading. Disappoint with your service,2.0
"Excellent book. If you really want to unlock your potential , follow the book step by step",4.0
I totally agree with the idea of your subconscious mind being the powerhouse of everything. But those examples are really unbelievable for me.,1.0
Must read for everyone.,2.0
Very very useful and best self help book,5.0
"Quite repetitive in concepts, not worth reading for inspiration",5.0
Good book,4.0
Good book,1.0
In between religious aspect is added which looks like an agenda. It should had focused purely on scientific aspect to make widely acceptable,5.0
Nice book,5.0
Must read,5.0
The best explanation and description of the subconscious mind and the way it works.,5.0
It will revamp you,5.0
"Condition of book is super, hope the content also goes accordingly.",5.0
Really subconscious mind is powerful,5.0
Best book to know how we should use our subconscious mind and think positive always,1.0
Okk ! The book was in a very good condition thanks Amazon 😊👍,5.0
Amazing book and quality as i expected.....,5.0
"Very Interesting to read, You wont be able to stop unless its finished.Easy to read and understand.",4.0
Excellent book I ever read...simple language and excellent explanations ... truly motivating and helpful for achieving a better life ..,1.0
Will actually turn your life 360 degrees as it will proof you the power of your subcontious mind,5.0
It's good book,5.0
Loved this book,5.0
"It's a great book, highly recommended to all.",3.0
"Very good book,also go through sadguru's videos",5.0
Nice read,1.0
Ok,5.0
If you need to grow in this world with your mind  then you need this book right now...,5.0
Absolutely life changing book ....Oh what a book ...Mind blowing... It's based on facts ...Must have book for uplifting yourself... Kudos to Author...,5.0
"Unhappy and unbalanced poeple should give it a try. So grateful to read it, So much gratitude to Joseph M.",5.0
As expected.. good,4.0
Go for it. Read this book.,1.0
The author has done great work of collecting so many real life examples for giving us an insight into the working of our subconscious mind. It has brought a good positive changes within me in a month. A good read to learn.,5.0
"Well, if you are looking for motivation & self improvement then this book will do the work. :)",3.0
Amazing packaging and extremely awesome book.... The language of this book is very simple to understand..... Really helpful for all human beings.... - Shrasha :),5.0
I'm very happy with the product . Thankyou so much Amazon 😊,5.0
Excellent eye opening content to feel while eyes are closed.Very nice self help book/material. The contents takes someone to a dream state of mind.,4.0
Great book . Everybody should keep this book,5.0
Appreciating. Very well written.,3.0
"It change my lifeI just learned that I have the infinite intelligence within my subconscious mind,Don't accept others reality they try to effect on you",3.0
Everybody Must read this book.Superb book👍👌,5.0
Perfect condition of the book,5.0
Really helpful for the one who wants change in his/her life.,4.0
Good 👍,1.0
Excellent book..its a must read..It will really change your life..Please spend some time and read it. It's just for your benefit.,5.0
I like this book very much because this book touches my heart.,4.0
Really a great book to read.,5.0
🙏🙏🙏 Fabulous,1.0
"                    The media could not be loaded.                 Good book so far, haven't completed yet but i am sure it will be a great book",5.0
Quality of the pages is not that good,4.0
Must read it if you want to be your super power...,5.0
Deliverd in great condition 👍I'm gonna start reading this today.,5.0
This book change to my life and to fill the how to address the identify in any good or bad situation to juje the attitude. It is helpful to implement to my everyday life and what I had to be doing. It is helpful to learn to make a better life.,5.0
Excellent Book Applied the learnings and seems to be working well,5.0
"Amazing Book! If you don't read this, then you will miss something in this lifetime",4.0
What a book man....Mind changing book,1.0
Fruitful information packed in a lot of good examples exploring different areas. Loved it..Would read other books of the writer.,5.0
Here the writer is talking more about his religion than the title of the book.It feels like he is promoting this religion...Not worth,2.0
I haven't read this book yet but its title seems to be interesting.,5.0
Nice book,4.0
Super like.. Loved it.. Looking for some motivation then go for it.. :),4.0
"This book is actually so good...  And the language used in this book also simple, you'll understand the concept that the author wants to say.. so that's all, it's a worth purchase.",5.0
The best book. Transformed my life. Literally unbelievable.,5.0
Awesome book..requires a lot of believing from the readers side but once we do that it gives us valuable life lessons,5.0
The book is best for your mental and spiritual growth....will teach you many valuable life lessons....Stay young stay happy. Peace.,4.0
One of the best book I have ever read...,5.0
After reat this book. Your attitude to see world is totally change. Great book and nice quotes,4.0
Nice book,1.0
Really amazing book. Changes your thinking sphere.,4.0
This is very good book  for beginners and helpful.,4.0
Must Read...,5.0
I bought this product during promotional event. saved money,5.0
I just loved this book,4.0
Yeah its  really to good... But we need more paper quality,4.0
We can use tips given in the book to our day to day lifeThis leave great impact on your lifeEasy language,5.0
Very veery useful one I got it on 50rs,5.0
Very well written. Simple language and very easy to understand. Based on complete factual things that a person is likely to face in real life,4.0
The whole book goes on single point.But its worth reading..Must read,5.0
What a book every one must read that.🙌👏👏. Thank u Amazon for fast delivery.,4.0
Good,1.0
helped me fight depression,4.0
An essential read for life,5.0
Its a nice book..if your are in a bad condition of life..this will create a hype to good..and make us think why we should much bother about our problems...solution is within us..,4.0
Its quite good book but our  holy book GITA is hving more influence and motivation than this.  Though its good,5.0
"nice and powerfull book, orignal copy received",3.0
Good,5.0
Paper quality is fine but packaging was not proper.,5.0
Nice,5.0
Well content of book is repeatative. Whatever i think it's nonsensical.,5.0
A good book for life changing.. I like this book.,5.0
Excellent content with positive thoughts.,4.0
Good book give a lot to sharpen the brain,1.0
its wonderful book for those who practice spirituality in life and learn how to use it life,5.0
It is changing my life. I read it every morning and it fills me with confidence and optimism in every chapter. It is showing me the true power of subconscious mind and I'm using it and guess what it is working. Hats off to you Dr. Joseph,5.0
Crap,4.0
Really best book and also packing and order reached correct at time thanks for this product im excited to read this book thanks.. Quality of paper book is also great...,5.0
"Excellent book and must read for all to improve your mindset, thought process which will actually lead to right actions",5.0
The best one for reading as well as for dovelopement of thinking patterns. The  material is good and the book is very handy.,5.0
Make ur habit change towards positive. Make u understand about ur life and mind,4.0
helps in understanding the infinite intelligence of our subconscious mind...,5.0
Awesome book. Must read it,5.0
ek number quality product.,5.0
Reading it...,4.0
This is the great book which can uplift you from any situation if followed properly.And it tells everything lies within ourselves,1.0
ecxcellent book  such like thise books I never read before full of worth,5.0
"One of the pioneering voice of affirmative thinking, this MAGICAL BOOK can unlock truly staggering powers of your subconscious mind. Order it now!",5.0
"Lovely , inspiring and revolutionary in thinking too !",5.0
I am happy with the book and I can say it is worth reading!,5.0
A very nice and we'll explained novel. It teaches you about importance of the subconscious mind and how can you use it to get your dreams fulfilled.,5.0
Great bookLooking forward to learn more about this book,5.0
Expected more .... rather repetitive  !,5.0
I liked very much as much as I heard it.,5.0
Best motivating book I ever read! I strongly recommended all of you to read this book! The book has potential to change the life of the readers.must read.,5.0
I think every person should read this read.. I always carry in my bag. It is bible for me..Best book,5.0
I really liked this book. It has changed my life. Thanks to Mr. Murphy for writing this book.,4.0
"nice packaging, gud book... reading enlightens your mind",1.0
                    The media could not be loaded.                 Awesome book,5.0
"Awsmmm book it can definitely change your life if u will implement what's written in this book, good explanation as examples",4.0
"motivational... definitely worth reading , go for it !",3.0
This book is so useful its all about the working of conscious and subconscious mind how they help you  in your life read it,5.0
Best book to get your mind right,5.0
Seems the same topics being covered in multiple sections,5.0
Read it slowly and properly it will change your mind and perception about various things.,5.0
It inspires me alot in different ways,5.0
Excellent book to open unexplored dimensions of life and be fruitful.  Wish I had it 15 years back.  It would have changed my life.,5.0
You will come to know the real power and potency our brain withholds..,5.0
👍,4.0
A book that will change ur lifeTeaches that think good good will followThink evil evil will followU can make ur lyf as u like,1.0
Must read,5.0
Na,5.0
Good bookFor wealth understanding and development,4.0
"Smoothly written, easy to understand, many things to learn.",5.0
Good quality book.,5.0
Excellent conditionFast deliveryBook pages are goodPrinting is clean  and goodMinor defeats  but it's  not a big problem,5.0
A very good book to read and practice,5.0
It's good to read,5.0
Excellent Book everyone shilud read the book it tells us the power of brain 🧠 and how to activate it,5.0
Need to follow whatever points are mentioned in the book. Just reading will limited time motivation only. not give you best result.,5.0
"great book, super great price",4.0
This book changed my thoughts ! Highly recommend,1.0
Repetative containt so difficult to  hold intrest of reader...,5.0
Books are always our companions and ever helpful.,5.0
Nice book.,5.0
"Total numbers of pages are 220 only,Paper quality is awful, even newspaper has much better paper in use.",4.0
Outstanding book,5.0
One of my fav books.,5.0
This book is very good write in very simple language every onecould be easily read and understand that concept,5.0
It will change the way you think,5.0
Okay,4.0
I have finished 4 chapters out of 20 (one chapter a day) and already this book has started to make huge impact on my way of thinking 💭,4.0
IF you are a person who is always curious on the potential of your brian and wanted to know more about it <3 This is a perfect book :) Please go for it without any second thoughts :) worth every penny :) :) !!!!!!,4.0
I'm happy that I'm able to know where I'm lacking. This book help me a look in control my mind n do things effectively. Help to remain calm in my competitive exam preparation days.,1.0
Love this book. One must have to get some inspiration.,1.0
Must read..this book is an answer for every question..,3.0
Book must read to know about your mind and surrounding,4.0
"Absolutely a life changer book, this book says that all the emotions are within us that may be happiness sadness whatever..",5.0
Good,5.0
"Quite boring. But, a good book overall",5.0
nice one,5.0
Great book to readyGives ideas to tackle the situation and how to come over from those situations . Must read!!,5.0
Super book to read,5.0
"Amazing book, if you connect with it",5.0
The best novel to know the true phase of mind and how to control it.,4.0
"Guys, just go and buy secret. You'll understand law of attraction better. But something's better than nothing.",1.0
A book that tricks your mind and changes everything around you,5.0
How to charge your subconscious mind? tips and techniques with motivational masala.  Nicely done.,5.0
B's in computer science and technology and management of the question is how I can get the same as the train station to the next few days ago and I will be a good time to get the same thing,4.0
Must read ... motivational,4.0
Life changing tips in this book.,5.0
Good Book,5.0
This book not contain psychological term but short stories related to topic from the experience of author.It will not make any sense at first chapters but full book will give valuable message and big picture.,5.0
Its is really good fot the once who wants to be calm or learn new things. Loved it lots,5.0
Awesome book,5.0
The best book I read in my student Life,5.0
Amazing book👌👌👌,4.0
The paper quality was too bad!,1.0
Not as expected,4.0
Amazing book to bring change in ourselves.Best to Implement.,5.0
Must read. Happy customer 😃,5.0
awesome,5.0
When you need to connect yourself with your inner self.,4.0
Very Nice Book..Purchased At 51 Rs During Sell..Worthy..,5.0
The quality of the paper is very poor n printing also not good .,5.0
Awesome Book,5.0
This will turn your mind to a boost .Have this and be cool,5.0
In my point of view this books include more about devotional and physiology of mind,2.0
Bought this book for my son! I had already read this twice and read one time and it is a classic!,4.0
Good book,1.0
Good but page quality is not good,5.0
It's a useful book I gave it as a gift to my relative. He after reading it thanked me for the book as gift,5.0
One most amazing book and really helpful 😊😊😊,4.0
Received it in the best condition and the book content is exceptional.,5.0
Best book I read 8 page and it is best,5.0
The book is perfect. And Amazon delivered it within 24 hrs. Well done Amazon.,5.0
Best quality,5.0
This book changed my perspective about life.,5.0
Must Read,5.0
book was a bit folded and no bookmark was delivered,5.0
very good book and the binding quality is also good,4.0
Impacting and peace making.,1.0
"As In description 312 mentioned,but as you can see there is only 296 pages I think some chapters are missing.Overall book is awesome.",5.0
This book is worth buying! The best book ever which can change you in the best way!,5.0
Its all about the Law of Attraction which I am not sure works as well as they say it works. The book is basically less facts and science.. and more preaching god is what I felt.,5.0
Nice book 👍,5.0
The book tells you all hidden and unknown facts of mind...Amazing book one should have :),5.0
Great read,5.0
Nice book and good quality.,5.0
Superb book.. this book unlock ur potential..Or ha is book k sbse achi baat y h y apko ek alag h way of thinking provide krti h..,5.0
This book printing is not original they take Xerox and binding and also lite fade out lines gp publish is not good not satisfied,5.0
Good,5.0
Unscientific! Repetitive! Illogical!,4.0
                    The media could not be loaded.                 This is a remarkable bool,1.0
Great book,5.0
This book is amazing . So interesting and IT WILL CHANGE YOUR LIFE !,5.0
Nice book..I love this book..highly recommended...,5.0
Good,5.0
Nice but I need good quality papers use to print. Paper type is not in good quality.,4.0
Books has interesting insights and worth reading,5.0
Good,5.0
Good,5.0
"Really a awesome book, must read for beginners read.Really an awesome product by Amazon but since these are mass market book don't expect page quality.",5.0
I think this book is for people who love to observe human behaviour.It's one of the best book u can get.,4.0
Its great by joseph murphy,4.0
Just an overhyped book,1.0
"He was Catholic , almost his explanation is similiar to Christianity faith , i loved it",5.0
Good,5.0
This book is a solution to all of your problems,5.0
Nice,5.0
It is really motivating and really awesome.,1.0
One of best book,5.0
the writer is only focusing on one topic and filling the entire book by giving some fake real life experiences . its the same topic all over the book .,5.0
Really good to get an overview of how to live an ideal life. However some of the examples can be skipped.,5.0
Paper quality is very poor.,5.0
Great,4.0
I loved this book.,4.0
Really a value for money or in fact more value for the cost offered. Really worth reading.,1.0
Poor page,5.0
This is a awesome product,5.0
well informative,5.0
A must read book if you want to realize the power of your sub concious mind. Please don't read it in hurry.,5.0
An excellent book to create a new world for yourself.,5.0
Very useful book. Simpl language.,4.0
It's a wonderful book. Must read.,5.0
"good, like it",5.0
One of the best book i have read so far.,5.0
                    The media could not be loaded.                 Opened my mind,4.0
Overall it's a great book. It helps alot to know about our subconscious mind and how it works. A must try fir everyone.,4.0
"Easy language, straight content.",1.0
Nice book,5.0
Good quality book .And Great content.,5.0
Awsome,3.0
"It's a wonderful book,loved it. Its a great book for reaching the heights and fulfilling your dreams.It also helps u to adopt a positive attitude. great book👍👍",3.0
Good luck,5.0
Good 📚📚,5.0
Thanks very helpful book,5.0
"It's ok kind of book, good for it's prize, the content is good I have read 3 chp so far but still it does not have that special something to engross u into it but I won't say it's boring. It's worth being read.",1.0
There is hole in my book,4.0
its delivered ina good condition no issues,5.0
good,4.0
Books are awesome. But page quality is not so good.,1.0
A lot of spelling mistakes in the book.,5.0
One of the best book . Every student must be read it. Thank u,2.0
Nice bookJust go fr itKinda Mind relaxation book,5.0
"Knowing the unknown of your inner most desires.Guides you to self recognise your inherent likings, peace, patience and lovings.",3.0
Nice book...nice design and excellent cover page...but page quality disappointing,5.0
Good for positive thinking. Liked it very much.,5.0
I bought both edition s,5.0
very good,5.0
nice book to give gift,5.0
"Best Book.....Believe yourself...If Dr. Joseph Murphy sir is able to fight with ""SARCOMA"" for 20 years after diagnosis with help of Subconscious Mind....Yes you can do it too....select your prospective and go towards it by help of book",5.0
Good 💫,4.0
Best book when you read this book  you are sprituality feel & the way you thing your life has completely change,1.0
Good,5.0
The paper quality is well finished.,4.0
Product found as described. delivered before the expected date .  A essential book. im suggesting you to order instead thinking to order. A worth book for life. thumbs up!!!,5.0
A must read book,5.0
Simple super book to control our mind,5.0
Do not read this even it is for free.,5.0
"It is real way life to live without fear! With great pleasure and positivity. It  is real mean of prayer, faith irrespective of religion, place ,person or country  to enlighten us",1.0
Everyone to be read this book,5.0
"Loved This Book , This Book will Give you a Clear Explaination about the things which happen in our daily Life and how to Overcome it 😋",3.0
This book is so amazing and knowledgeable uh must read it🤩🌠The  book is in very good condition 👌👌,5.0
Thoughts manifest into reality!,4.0
Came in new condition...,1.0
Oh what a book I bought it just for one day and finished reading the book in just three days just so much noble work by Murphy you are a legend murphy,5.0
It's a must read for everyone... I have no words. Just go for it 👌👍👏,3.0
good,5.0
I like this book.,5.0
This is amazing book with extreme power in it,3.0
Nice book. Everybody should read this,5.0
Great,5.0
Excwllent. A practical guide.,5.0
THIS IS A VERY AMAZING BOOK ! I JUST LOVED IT ! MUST BUY .,5.0
Mind blowingThis book is worth reading for.,5.0
Nice book ..5 stars!,4.0
Too many spelling errors. Topic is very good,1.0
Very good book. Very good content. I got it in sale at lower price. Thank you so much Amazon,5.0
"Awesome Book and please all should read this Book, Thanks to Amazon.Regards,Shrikanth N.",4.0
Such a beautiful book to understand our subconscious mind.,5.0
Really life changing book...,5.0
The books everyone must have... It will change Ur way of thinking,5.0
Very good book,5.0
Very informative about our own powers...,5.0
Some real piece of crap. Wonder what was I thinking when I ordered it.,5.0
Principle of this book really works. Read this book and work with it. And you will see the change in your life,5.0
very Nice Motivational book,5.0
Good,4.0
This is one of my fave self help book.:) must read for people who love self improvement books,1.0
This book represent some human mind thoughts must read,5.0
Good,5.0
Good,3.0
outstanding product,5.0
Best book to buy,5.0
This book is my favourite. I am giving it 5 stars because this book gave me a new way to look towards my life. It helped me a lot to be more confident over myself☺️,5.0
Nicly described power of human mind,5.0
While reading this book I have also done some experiment with my subconscious mind and literally magic happens.This book fills me with lots of positive energy. I'll very much thankful to the author for writing this book..,4.0
Get ready to. Know the deepest truth about your brain,5.0
"It is an excellent masterpiece by Joseph Murphy, for those who haven't discovered the tremendous power their subconscious mind. A must read book, I strongly recommend it.",4.0
Very nice,4.0
"I'm totally satisfied with it,after completing this I'll go for more..",1.0
Loved this book to the core.I am going to pratice the concepts in my daily life.This book is must read to understand the power of your subconscious mind.,5.0
Every word is priceless. Loved it.,5.0
Read this book to learn how to use your own subconcious mind to achieve what you always wanted to but always underestimated yourself!,5.0
"Amazing content, recommended for every one",5.0
Truly this book is fantastic. One should read this book once in his life.,4.0
Best book I've read so far,5.0
"This is very important for life.. everyone should know about it.. It should change our attitude, behavior, personality,etc..",5.0
Really an inspiring book with perfect balance of examples & real life.,5.0
This book will change you trust me,5.0
It’s an ok book; I thought the pages could be better,3.0
useful,4.0
good book to read..awesome delivery by amazon before actual delivery date.Book received original .,1.0
Best book I have ever read,5.0
Describes our power of mind...in a simple language every one must read this...,5.0
This book is really amazing if reader's understanding is good,5.0
The book streches like anything.,5.0
It was the edited version . Copy I guess. Major points were missing,3.0
"The book has typos, don’t think this is original!",3.0
Good,5.0
Must read one for those who really want to live a happy life.,5.0
"Nice book,, its given me capability to think in a better way that is helping me to achieve my goal",5.0
Best self development book,5.0
                    The media could not be loaded.                 Really helpful,4.0
Excellent book with great thoughts,1.0
Best price for this classical and my most favorite book.  I purchased this for gifting.,5.0
Nice book,5.0
Good book .,5.0
Self healing with own subconscious mind in addition to faithful prayers is interesting. Hope it works as well as the book says.,1.0
I am so grateful for this book just for 75..paper back ed. Is so good,5.0
This is really a good book. Go for it.,4.0
One of the best book I have gone through!,5.0
Excellent book,5.0
One of my friend recommended this one and I must say the novel didn't disappoint me at all..,5.0
It is really useful I use some of it tips and it's really working read this book to understand the working of subconscious mind!!!,4.0
ever green book,4.0
Excellent book..,1.0
A must read book,5.0
So many spelling mistakes.Can't even getting the interest to read the book.At this level the book has to be scrutinized carefully before releasing to market.,5.0
Powerful book,5.0
Awsmm book,4.0
Good book,5.0
Go for it👍,4.0
"I feels good after smelling this new book, content of this book is also amazing.",5.0
Moral value increases,4.0
